Row.names,Trophoblasts,Stromal,Hofbauer,Endothelial,nRBC,Syncytiotrophoblast,CellType_PC1,CellType_PC2,CellType_PC3,CellType_PC4,CellType_PC5,Sample_Name,sample_id,Predicted_Sex
203541700081_R02C01_PLAC,0,0,0.023168394,0,0.049978976,0.92685263,-4.647012951,2.703883478,-4.117722163,-1.164457435,-0.077686197,5895_CRDPL,5895,Male
203541700081_R04C01_PLAC,0.040525091,0,0.005644269,0.016655877,0.015343335,0.921831429,1.140364494,1.651221039,0.088710129,-0.082127773,0.014703277,6133_CRDPL,6133,Female
203541700081_R07C01_PLAC,0,0,0,0.009555798,0.005069809,0.985374393,-2.350499118,-2.691800076,0.29941695,-0.662535607,-0.010340281,6089_CRDPL,6089,Female
203541700084_R03C01_PLAC,0,0,0.012395059,0.024252046,0.016067006,0.947285889,-4.494441659,0.806964986,0.817808831,0.065786293,-7.83E-05,5029_CRDPL,5029,Male
203541700084_R05C01_PLAC,0,0,0.010209422,0.009935877,0.011803567,0.968051134,-4.31857921,0.947042317,0.274496417,-0.445579227,-0.003203657,6099_CRDPL,6099,Male
203541700084_R07C01_PLAC,0,0,0.020369908,0.004343359,0.023337814,0.951948919,-4.665087244,1.63285659,-0.696317443,-0.329819397,-0.015376605,6120_CRDPL,6120,Female
203541700087_R02C01_PLAC,0,0,0.01156516,0.011838761,0.024385601,0.952210478,-4.505769016,0.884611369,0.00748464,0.091385978,-6.69E-04,6108_CRDPL,6108,Female
203541700087_R06C01_PLAC,0.08380531,0,0,0.027967089,0.020204604,0.868022997,3.297412181,-1.66385301,-0.073737679,0.615312067,-0.015011705,5011_CRDPL,5011,Male
203541700087_R08C01_PLAC,0,0.049314439,0.004751981,0,0,0.94593358,-3.659452911,0.637830437,-1.371607953,-7.898731181,-4.66383657,6106_CRDPL,6106,Male
203541700088_R03C01_PLAC,0.010195553,0,0.009280609,0.01292703,0.031624399,0.935972409,-0.382450038,1.690418387,-0.394118634,0.273416636,0.023925675,6078_CRDPL,6078,Female
203541700088_R05C01_PLAC,0,0,0,0,0.014584184,0.985415816,-2.296117174,-1.558554619,-3.914941513,-1.586156203,-0.061435492,6067_CRDPL,6067,Female
203541700089_R02C01_PLAC,0.063172874,0,0.003200147,0.005787898,0.014602913,0.913236167,1.814559929,1.608606633,-0.78759827,-0.441103273,-0.005592559,5551_CRDPL,5551,Male
203541700089_R04C01_PLAC,0,0,0.006681573,0.018305425,0.031507588,0.943505414,-4.361867233,0.279314952,0.152986882,0.459413756,0.002657617,5542_CRDPL,5542,Female
203541700089_R06C01_PLAC,0.044358554,0,0.010303071,0.013303694,0.040413046,0.891621635,0.827533083,2.071222973,-0.593230823,0.446642637,0.004800417,5508_CRDPL,5508,Female
203541700092_R02C01_PLAC,0.071649598,0,0.010715981,0.033134195,0.030673703,0.853826522,1.241679886,2.009965237,0.260884631,0.59890475,-0.012572053,5048_CRDPL,5048,Female
203541700092_R07C01_PLAC,0,0,0,0.002866777,0.00742261,0.989710614,-2.356295203,-2.417847602,-0.850421313,-0.83336193,-0.018889223,6037_CRDPL,6037,Male
203541700093_R02C01_PLAC,0.092566888,0,0,0.032479787,0.007062975,0.86789035,3.567239015,-1.512621703,0.640734871,-0.022172568,-0.028377926,5564_CRDPL,5564,Male
203541700093_R03C01_PLAC,0.011822716,0,0,0.012430778,0.00546254,0.970283965,1.841238941,-1.69455611,0.152517771,-0.561241816,0.016415486,5550_CRDPL,5550,Female
203541700093_R05C01_PLAC,0.028584237,0.017824563,0.004612924,0.040179413,0,0.908798862,1.151124084,0.485405987,3.114714185,-5.366818959,-3.828747048,5568_crdpl,5568,Male
203541700093_R07C01_PLAC,0.065144645,0,0.013414108,0.019812829,0.010873146,0.890755273,1.280710455,2.473296692,0.474650675,-0.301028522,-0.007330731,5549_CRDPL,5549,Female
203541700094_R02C01_PLAC,0.060148766,0,0.009917844,0.024991806,0.003501647,0.901439936,1.517126645,2.324707208,1.278462069,-0.938320516,-0.013893528,5956_crdpl,5956,Male
203541700094_R04C01_PLAC,0,0,0.006601286,0.013922363,0.016807527,0.962668823,-4.231070012,0.444098501,0.296742289,-0.059404894,0.002776473,6153_CRDPL,6153,Female
203541700094_R06C01_PLAC,0.065510708,0,0.007299456,0,2.21E-04,0.926968944,2.444856421,4.063646331,-1.722910465,-4.480486154,-0.113275599,5909_CRDPL,5909,Female
203541700094_R07C01_PLAC,0.11848722,0,0.007784371,0.004747356,0.007928266,0.861052788,2.156076881,2.633590451,-0.544809495,-0.954601488,-0.052916535,5902_CRDPL,5902,Female
203541700095_R03C01_PLAC,0,0.016553783,0.009368389,0.014391469,0.009448174,0.950238185,-4.887851887,-0.672500329,0.104520186,-2.699842757,-3.726662599,5944_CRDPL,5944,Female
203541700095_R04C01_PLAC,0,0,0.007422343,0.016205817,0.033703809,0.942668032,-4.408134943,0.387690987,0.028039862,0.453519273,0.001434698,6004_CRDPL,6004,Male
203541700095_R06C01_PLAC,0,0,0.002024343,0.019456823,0.032528642,0.945990191,-3.916522881,-0.690947781,0.075720399,0.589994455,0.00438612,5960_CRDPL,5960,Female
203541700096_R03C01_PLAC,0.092861904,0.009198866,0.005987985,0.049260878,0.011893094,0.830797272,1.295357591,0.332170773,0.536643253,-1.826704383,-3.328731567,5911_CRDPL,5911,Female
203541700096_R05C01_PLAC,0,0,0.015128079,0.022695371,0.017922732,0.944253819,-4.587808847,0.97029035,0.721263941,0.100663059,-0.001323094,5914_CRDPL,5914,Female
203541700096_R06C01_PLAC,0.023009355,0.005171414,0.049234005,0.02750872,0.046493305,0.8485832,-0.902054638,1.826237143,-0.363127854,-1.041945023,-2.896551396,5966_crdpl,5966,Male
203541700096_R08C01_PLAC,0.058256438,0,0.026196466,0.008806354,0.035261159,0.871479583,0.753902845,3.035072917,-0.767270233,0.149347655,-0.016017875,5884_CRDPL,5884,Male
203541700097_R01C01_PLAC,0,0,0,0.026927545,0.009389027,0.963683427,-2.513588975,-3.078872889,0.763657015,0.113599317,-0.001087642,5910_CRDPL,5910,Male
203541700097_R03C01_PLAC,0,0,0,0.001067226,0.022392842,0.976539931,-2.504464013,-2.327574873,-2.219694304,-0.431767603,-0.024878033,6010_CRDPL,6010,Female
203541700097_R07C01_PLAC,0.063068596,0,0.041858595,0.024863588,0.092173141,0.778036081,0.425367325,3.016228458,-0.456693605,1.166366988,-0.062841674,5097_CRDPL,5097,Female
203541700099_R01C01_PLAC,0.061410887,0,0.021398749,0.011040535,0.05111945,0.855030379,0.802138811,2.763516558,-0.824514319,0.497783764,-0.019984676,5333_CRDPL,5333,Female
203541700099_R04C01_PLAC,0.059693865,0.008033439,0.005109289,0.002901822,0.014248744,0.910012842,1.08890131,0.886939215,-1.760363002,-2.666075493,-3.210565183,5165_CRDPL,5165,Male
203541700099_R05C01_PLAC,0.103171373,0,0.0065131,0.03571712,0.010048217,0.84455019,1.955568858,1.85516077,0.894654601,-0.068865871,-0.03430654,5521_CRDPL,5521,Female
203541700099_R07C01_PLAC,0,0,0.015913436,0.033730603,0.040023543,0.910332419,-4.769939946,0.777974773,0.578950069,0.783495107,-0.008209133,5017_CRDPL,5017,Male
203541700100_R03C01_PLAC,0.024871647,0,0.006729117,0,0.017899756,0.95049948,0.885843977,3.110423523,-4.001506755,-1.813149441,-0.040349778,5577_CRDPL,5577,Male
203541700100_R06C01_PLAC,0.048649875,0,0.007306944,0.022714941,0.011773456,0.909554784,1.234788224,1.858879771,0.497772191,-0.161828388,0.007517476,0041_crdpl,41,Female
203541700100_R08C01_PLAC,0.027358421,0,0.015201535,0,0.01236025,0.945079794,0.721407316,3.852194336,-3.720074504,-2.11674127,-0.048313243,5574_CRDPL,5574,Female
203541700101_R01C01_PLAC,0,0,0,0.00522962,0.012085151,0.982685228,-2.474793373,-2.662284934,-0.666013467,-0.303931203,-0.00769589,5581_CRDPL,5581,Male
203541700101_R05C01_PLAC,0,0,0,0.020632107,0.011080622,0.968287272,-2.529949508,-3.031567228,0.458638041,0.126136662,8.24E-04,0048_CRDPL,48,Female
203541700101_R08C01_PLAC,0.052391545,0,0.001991692,0.008284577,0.011904495,0.925427691,1.844754971,1.122874214,-0.422249155,-0.419897355,0.003748589,5580_CRDPL,5580,Female
203541700102_R02C01_PLAC,0.032852119,0,0,0.026201969,0.008198341,0.932747571,2.630369527,-1.730733908,0.445113733,-0.025459945,0.013288189,5605_CRDPL,5605,Female
203541700102_R04C01_PLAC,0.065538986,0,0,0.006761401,0.013560217,0.914139396,3.221885586,-1.267427301,-0.947383704,-0.167260925,-0.007963648,0109_CRDPL,109,Male
203541700102_R06C01_PLAC,0,0,0.011647478,8.05E-04,0.018991104,0.968556557,-4.327071993,1.662762695,-1.887697731,-0.993252594,-0.03079206,5552_CRDPL,5552,Male
203541700103_R02C01_PLAC,0.024151003,0,0,0.024697752,0.021421034,0.929730211,2.189567464,-1.938855195,-0.132655877,0.588723388,0.022868485,5877_CRDPL,5877,Female
203541700103_R04C01_PLAC,0,0.058757033,0.001975865,0.040860213,0.004973423,0.893433467,-4.379853455,-2.451692165,1.016031174,-3.160482356,-4.681737405,5280_crdpl,5280,Male
203541700103_R06C01_PLAC,0,0,0.036043425,0,0.081576947,0.882379629,-4.902360141,2.997500216,-4.354432746,-0.850821472,-0.103362417,5869_CRDPL,5869,Male
203541700104_R01C01_PLAC,0.041479565,0,0.003099478,0.011824979,0.007926152,0.935669826,1.525850302,1.379311928,0.141888498,-0.597615982,0.009226782,5917_CRDPL,5917,Female
203541700104_R04C01_PLAC,0,0,0.013517704,0.01369957,0.025897993,0.946884733,-4.584365527,0.961337486,0.102093942,0.17300693,-0.001269209,5972_CRDPL,5972,Male
203541700104_R06C01_PLAC,0.032957699,0,0.007377713,0.010471094,0.017023395,0.932170098,0.859597412,1.93102763,-0.298650474,-0.200239721,0.016123838,6141_CRDPL,6141,Male
203541700107_R02C01_PLAC,0.030256027,0,0.004771302,0.026614679,0.032026857,0.906331135,0.791448637,1.202430112,0.039132043,0.591004787,0.019069948,5663_CRDPL,5663,Male
203541700107_R03C01_PLAC,0,0,0.02158836,0.020929467,0.044205618,0.913276554,-4.881824482,1.143919419,0.173420713,0.656220216,-0.01107134,5922_CRDPL,5922,Female
203541700107_R05C01_PLAC,0.038630652,0,0,0,0.012895573,0.948473775,2.987458482,-0.181999991,-4.228752909,-1.706578903,-0.049216812,5469_CRDPL,5469,Female
203541700107_R07C01_PLAC,0.028358814,0,0.007174,0.020121547,0.023572091,0.920773549,0.646033836,1.639925798,0.035000988,0.252673537,0.021179989,5976_CRDPL,5976,Male
203541700110_R01C01_PLAC,0,0,0.007927027,0,0.02592016,0.966152813,-4.116017964,1.930838384,-3.841449143,-1.53583819,-0.060615793,5307_CRDPL,5307,Female
203541700110_R04C01_PLAC,0,0,8.02E-04,0.014249721,0,0.984948618,-2.513011759,-0.362018336,3.098124841,-3.301726531,-0.063104978,5606_CRDPL,5606,Male
203541700110_R07C01_PLAC,0.035283149,0,0,0.006067046,0.008511839,0.950137966,2.761687753,-1.312177932,-0.728994562,-0.522917786,0.005689969,0114_CRDPL,114,Male
203541700112_R02C01_PLAC,0,0,0,0,0.033643224,0.966356776,-2.445417278,-1.689501282,-4.394178756,-1.026251807,-0.061982686,6047_CRDPL,6047,Male
203541700112_R05C01_PLAC,0.021389876,0,0,0.023476161,0.006187096,0.948946867,2.307582118,-1.755508974,0.545163539,-0.251924143,0.016321447,6046_CRDPL,6046,Female
203541700112_R08C01_PLAC,0,0,7.25E-04,0.01491377,0.02172331,0.962638126,-3.460585573,-1.326369774,0.010808979,0.294918665,0.005066874,5126_CRDPL,5126,Male
203545190001_R03C01_PLAC,0.091620276,0,0.003293373,0.007565523,0.019435654,0.878085173,2.07029022,1.604866951,-0.760560659,-0.146564348,-0.021741865,5047_CRDPL,5047,Female
203545190001_R04C01_PLAC,0.055254854,0,0,0.030089303,0.004250189,0.910405654,3.201587214,-1.539525365,0.896987585,-0.397259555,-0.007832826,6112_CRDPL,6112,Male
203545190001_R06C01_PLAC,0.117369118,0.0021032,0.015671843,0.015279167,0.016109107,0.833467566,1.312018252,1.862623216,-0.323340433,-1.482017511,-2.291119055,5269_CRDPL,5269,Female
203545190004_R04C01_PLAC,0,0,0,0.008608643,0.021325727,0.97006563,-2.602428462,-2.89141405,-0.603257152,0.249144484,-6.16E-04,6104_CRDPL,6104,Female
203545190004_R07C01_PLAC,0,0,0.010103135,8.52E-04,0.012598544,0.976446632,-4.201200408,1.597986469,-1.625732985,-1.238252811,-0.030961271,6121_CRDPL,6121,Male
203545190005_R03C01_PLAC,0.098806275,0,0,0.02917277,0.002482571,0.869538384,3.816416248,-1.300165567,1.142256208,-0.736377948,-0.04400004,5554_CRDPL,5554,Female
203545190005_R05C01_PLAC,0,0,0.001982474,0.015608893,0.009980093,0.97242854,-3.686198535,-0.459754278,0.577413874,-0.276325331,0.001901706,5553_CRDPL,5553,Female
203545190005_R08C01_PLAC,0.044489131,0,0.024819332,0,0.026856163,0.903835374,0.82299188,4.245988199,-4.148215786,-1.626824933,-0.063143668,5569_CRDPL,5569,Male
203545190006_R02C01_PLAC,0,0.004458487,0,0,0.004882635,0.990658878,-2.566678517,-2.49281491,-3.724733631,-3.98662828,-2.846730021,5578_CRDPL,5578,Male
203545190006_R04C01_PLAC,0,0.020690532,0.011623958,0.032291343,0,0.935394167,-4.20754742,-0.037913803,3.375331511,-5.538100405,-3.956972579,5576_crdpl,5576,Male
203545190006_R07C01_PLAC,0.085132752,0.004247848,0.00811467,0.027283748,0.011467782,0.863753199,1.227438093,0.94047166,0.207008185,-1.764931023,-2.759677735,5572_CRDPL,5572,Female
203545190006_R08C01_PLAC,0.074341773,0,0,0.033486918,0.014513194,0.877658114,3.240821153,-1.691356755,0.264949173,0.456927917,-0.010682152,5566_CRDPL,5566,Female
203545190018_R02C01_PLAC,0,0.028246385,0,0.036419071,0.01035875,0.924975794,-3.232744648,-4.810163703,0.307277819,-2.183865574,-4.121933219,5316_crdpl,5316,Female
203545190018_R03C01_PLAC,0.046415748,0,0,0.004555729,0.013934838,0.935093685,2.930991031,-1.245683996,-1.249690518,-0.294018139,-7.18E-06,5281_CRDPL,5281,Male
203545190018_R06C01_PLAC,0.102306468,0,0,0.007432618,0.009320422,0.880940492,3.681904144,-1.121455903,-0.683018027,-0.366441468,-0.034760121,5015_CRDPL,5015,Female
203545190018_R08C01_PLAC,0,0.002826456,0,0,0.01694978,0.980223765,-2.735633494,-2.563084621,-4.385122916,-2.972410671,-2.513297133,5323_CRDPL,5323,Female
203545190025_R03C01_PLAC,0.038057216,0,0,0.027541354,0.005139001,0.929262428,2.84151396,-1.635056939,0.741481803,-0.311773583,0.005319918,6056_CRDPL,6056,Male
203545190025_R05C01_PLAC,0.072664039,0,0.003050741,0.043028717,0.011657753,0.869598751,1.896517968,1.085261035,0.907423053,0.140412913,-0.012507821,5133_CRDPL,5133,Male
203545190025_R07C01_PLAC,0.020735769,0,0.00966921,0,0.032020962,0.937574059,0.48195101,3.270518779,-4.290417767,-1.449166316,-0.041572176,6049_CRDPL,6049,Female
203545190027_R02C01_PLAC,0,0,0.007270007,0.030574963,0.008237068,0.953917962,-4.180022785,0.417199057,1.334244642,-0.253521065,-0.002801848,5327_CRDPL,5327,Female
203545190027_R03C01_PLAC,0,0,0.007875706,0.006877279,0.033285578,0.951961437,-4.384586283,0.676908301,-0.631125791,0.136176604,-0.004437252,5326_CRDPL,5326,Female
203545190027_R06C01_PLAC,0.015694201,0,0.005333264,0.043577454,0.008915635,0.926479446,0.375107088,1.206017553,1.213070285,-0.088703625,0.017463104,5286_crdpl,5286,Male
203545190027_R08C01_PLAC,0.045904879,0,0.001233579,0.042741778,0.011411506,0.898708258,1.828842195,0.275881682,0.861420874,0.178707451,0.005510595,5290_crdpl,5290,Male
203545190039_R01C01_PLAC,0,0,0,0,0.023709114,0.976290886,-2.383111801,-1.635233052,-4.193573305,-1.261913673,-0.060349639,5086_CRDPL,5086,Female
203545190039_R04C01_PLAC,0.157669399,0.056704926,0,0.042670271,0,0.742955403,4.046526878,-2.564814197,2.590943613,-5.475574522,-4.796855389,0127_CRDPL,127,Female
203545190039_R08C01_PLAC,0.02725586,0,0,0.014539064,0.003096548,0.955108528,2.668623324,-1.455679157,0.543756255,-0.873219791,0.00491902,6127_CRDPL,6127,Male
203545190041_R01C01_PLAC,0,0,0.007254927,0.005298432,0.024566895,0.962879746,-4.285346202,0.730401138,-0.667408651,-0.153969413,-0.005161904,5575_CRDPL,5575,Male
203545190041_R04C01_PLAC,0.096118936,0,0,0.010134585,0.021271945,0.872474533,3.462239912,-1.354856638,-0.909856799,0.28905364,-0.024626735,5584_CRDPL,5584,Female
203545190041_R07C01_PLAC,0.083304305,0,0,0.01872758,0.016025972,0.881942143,3.353492986,-1.518091678,-0.257316461,0.314170191,-0.013561098,5582_CRDPL,5582,Male
203545190043_R03C01_PLAC,0.104298452,0,5.62E-04,0.023780092,0.014436497,0.856923107,2.821120256,0.032147715,0.152771028,0.195763786,-0.027545041,5075_CRDPL,5075,Female
203545190043_R06C01_PLAC,0.003158933,0,0.003133188,0.010008198,0.013803035,0.969896646,-0.82026636,0.759234834,-0.143885449,-0.285991369,0.022757882,6138_CRDPL,6138,Female
203545190043_R08C01_PLAC,0.016193701,0,0.005741004,0.016800135,0.01159618,0.94966898,0.37433753,1.49295333,0.313899006,-0.2698016,0.024811196,6136_CRDPL,6136,Male
203545190045_R02C01_PLAC,0.022188945,0,0.008942294,0.017507381,0.003946418,0.947414961,0.671350845,2.083729293,0.980657782,-0.993036542,0.01002447,5958_CRDPL,5958,Female
203545190045_R04C01_PLAC,2.14E-04,0,0,0.006208987,0.005492677,0.988084096,-1.332483597,-2.325617358,-0.157400855,-0.773368295,-0.005742847,6091_CRDPL,6091,Female
203545190045_R06C01_PLAC,0.066159196,0,0.014476031,0.006965469,0.020588382,0.891810922,1.204311462,2.729707631,-0.705123331,-0.254068284,-0.011754862,5179_CRDPL,5179,Male
203545190054_R02C01_PLAC,0.038951292,0.081957576,0.052493363,0.025970525,0.04986885,0.750758393,-0.793661527,1.240498454,-0.774671441,-2.175800868,-4.969264065,5014_crdpl,5014,Male
203545190054_R05C01_PLAC,0.054614004,0,0.020492774,0.017176417,0.041974907,0.865741898,0.726467603,2.605284096,-0.361925767,0.521046279,-0.008858428,5955_CRDPL,5955,Female
203545190054_R07C01_PLAC,0.012265067,0,0,0.024062279,0,0.963672654,2.572640752,-1.21091057,2.996038176,-2.984749835,-0.040580575,6115_CRDPL,6115,Female
203545190059_R01C01_PLAC,0.010275285,0,0,0.007780902,0.022909998,0.959033815,1.485828918,-1.823502538,-1.025245674,0.221274145,0.022608285,5969_CRDPL,5969,Female
203545190059_R04C01_PLAC,0,0,0.009015853,0.027872036,0.031395261,0.93171685,-4.497881882,0.405482421,0.51435973,0.588238689,4.94E-04,6065_CRDPL,6065,Female
203545190059_R06C01_PLAC,0,0,0.004288636,0,0.041568609,0.954142755,-3.963773099,1.36460015,-4.167876333,-1.171747092,-0.062688121,5947_CRDPL,5947,Female
203545190060_R01C01_PLAC,0,0.008004289,0.024980303,0.007594126,0.07612422,0.883297061,-5.517029325,0.192691677,-1.41777558,-1.271356383,-3.230071009,5304_CRDPL,5304,Male
203545190060_R03C01_PLAC,0.028433114,0,0,0.024715286,0.01345057,0.93340103,2.416878781,-1.827469102,0.124594939,0.27944502,0.019528476,5331_CRDPL,5331,Male
203545190060_R05C01_PLAC,0,0,0.00123066,0.032334904,0.023287818,0.943146619,-3.699194665,-1.161353913,0.625570899,0.585909293,0.004019842,5337_crdpl,5337,Female
203545190060_R07C01_PLAC,0.055495039,4.66E-05,0,0.00809968,0.004309209,0.932049439,3.222893424,-1.286943109,-0.187140922,-1.028842869,-0.288438794,5344_CRDPL,5344,Female
203545190065_R03C01_PLAC,0.021344376,0,0,0.098293484,0,0.880362139,2.994935791,-1.460392315,4.080428761,-2.450112392,-0.078337044,5309_crdpl,5309,Male
203545190065_R05C01_PLAC,0.032794633,0,0.014319342,0.011570354,0.017243667,0.924072004,0.591496582,2.437865151,-0.166274367,-0.203116312,0.012575089,5347_CRDPL,5347,Female
203545190065_R06C01_PLAC,0.004971186,0,0,0.019056403,0.001760006,0.974212405,1.263898143,-1.82976042,1.177307777,-1.129616624,0.00269172,5350_CRDPL,5350,Female
203545190065_R08C01_PLAC,0,0,2.57E-04,8.57E-04,0.012907637,0.985978295,-2.893339064,-1.146425313,-1.943740806,-0.966676877,-0.028055766,5523_CRDPL,5523,Male
203545190072_R01C01_PLAC,0.008986386,0,0.014103737,0.008152912,0.019762606,0.948994358,-0.547059808,2.203837906,-0.439108322,-0.235022706,0.019132708,6009_CRDPL,6009,Male
203545190072_R05C01_PLAC,0.018794237,0.015508365,0.018534367,0.019899172,0.006603746,0.920660113,-0.470569525,1.057339569,0.294743932,-2.879420901,-3.665711822,5089_crdpl,5089,Female
203545190072_R08C01_PLAC,0.066193403,0,8.49E-04,0.025789213,0.011537405,0.89563092,2.309811514,0.223911531,0.402614631,0.032299344,-0.002048574,5060_CRDPL,5060,Male
203545190073_R01C01_PLAC,0,0,0,0,0.020969107,0.979030893,-2.361163825,-1.615970671,-4.123142835,-1.344156754,-0.060315521,5790_CRDPL,5790,Female
203545190073_R03C01_PLAC,0.03811894,0,0.017991029,0.027917853,0.053278081,0.862694097,0.391862811,2.242518844,-0.105760374,0.86442591,-0.003075568,6026_CRDPL,6026,Male
203545190073_R06C01_PLAC,0.015091295,0,0,0.011968162,0.01645236,0.956488183,1.859785072,-1.804151389,-0.522528667,0.151448984,0.024539131,5995_CRDPL,5995,Female
203545190073_R08C01_PLAC,0,0,0,0,0.020398394,0.979601606,-2.356227863,-1.611630033,-4.107317459,-1.362606849,-0.060339988,6007_CRDPL,6007,Female
203545190074_R01C01_PLAC,0,0.019470025,0.013581891,0.04218971,0,0.924758374,-4.273437254,0.032963453,3.608429778,-5.423584906,-3.916804108,5140_crdpl,5140,Female
203545190074_R04C01_PLAC,0.058310982,0,0.009326139,0.015530942,0.028349603,0.888482334,1.163667505,2.067676076,-0.293606247,0.273744802,8.92E-04,6014_CRDPL,6014,Male
203545190074_R06C01_PLAC,0.13680377,0,0.002873387,1.80E-04,0.003178336,0.85696438,2.981729024,2.833226753,-2.376568644,-2.478013078,-0.112284232,5749_CRDPL,5749,Female
203545190074_R08C01_PLAC,0.037514635,0,0.004226373,0.016866338,0.008256628,0.933136026,1.293336815,1.496351625,0.431608067,-0.467325619,0.012880165,5813_CRDPL,5813,Male
203545190075_R05C01_PLAC,0.083499381,0,9.05E-04,0.030906333,0.015801766,0.868887057,2.429116764,0.22963426,0.358241998,0.310592684,-0.01375652,5159_CRDPL,5159,Male
203545190075_R06C01_PLAC,0,0,0,0.015384391,0.014215733,0.970399876,-2.559713954,-2.989536757,0.084740602,0.185504274,0.001852137,6128_CRDPL,6128,Female
203545190076_R03C01_PLAC,0,0,0.001841574,0,0.008744606,0.98941382,-3.366135613,0.943277548,-3.349901826,-2.151936412,-0.062755893,5586_CRDPL,5586,Male
203545190076_R05C01_PLAC,0.053735402,0,0,0.044593943,0.005959751,0.895710904,3.097650846,-1.707447903,1.018862823,-0.031220472,-0.008301036,5585_CRDPL,5585,Female
203545190076_R08C01_PLAC,0.052083916,0,0.006762563,0.026440708,0.016017001,0.898695812,1.262433775,1.722140429,0.43039914,0.10480416,0.006582662,5589_CRDPL,5589,Female
203545190077_R02C01_PLAC,0.023748041,0,0,0,0.014449942,0.961802016,2.537271405,-0.314222512,-4.264205103,-1.633903213,-0.041160235,5592_CRDPL,5592,Male
203545190077_R04C01_PLAC,0.06479104,8.01E-04,0.014052883,0.048494328,0.016283604,0.855577049,0.873270938,1.562098675,0.70662541,-0.673272692,-1.61127662,5786_crdpl,5786,Female
203545190077_R06C01_PLAC,0.051930841,0,0,0.024164107,0.005175011,0.918730041,3.122288933,-1.525552495,0.615730518,-0.350745577,-0.00222775,5594_CRDPL,5594,Female
203545190077_R08C01_PLAC,0.020289639,0,0.011957004,0.010888431,0.011277545,0.94558738,0.31688118,2.263552192,0.04220788,-0.496029485,0.017519012,5591_CRDPL,5591,Female
203545190078_R01C01_PLAC,0.13938298,0,0.004760357,0.00858711,0.029107496,0.818162057,2.228476931,1.911977456,-0.880254354,0.166349304,-0.058972609,5601_CRDPL,5601,Female
203545190078_R04C01_PLAC,0.076064763,0,0.001016399,0.102632508,0.00579811,0.81448822,2.431321735,0.134484115,1.902333623,0.101967443,-0.056418967,5599_crdpl,5599,Male
203545190078_R06C01_PLAC,0,0,0,0.01354109,0.008099586,0.978359325,-2.45227267,-2.864161542,0.306220171,-0.231890055,-0.003024784,5603_CRDPL,5603,Male
203545190078_R08C01_PLAC,0.026686011,0,0,0.047796213,0.004303708,0.921214068,2.532805997,-1.840702869,1.300448779,-0.224809347,0.002346954,5985_CRDPL,5985,Male
203545190079_R01C01_PLAC,0.004019458,0,0,0.01649142,0.010001114,0.969488008,0.780041018,-2.112417962,0.098395736,-0.056660167,0.022018535,5292_CRDPL,5292,Male
203545190079_R04C01_PLAC,0.029334101,0,0.024092544,0.002425416,0.042019851,0.902128088,0.213962486,3.133291535,-1.831311569,-0.1838421,-0.012846923,5342_CRDPL,5342,Female
203545190079_R07C01_PLAC,0.134672194,0,0.003058154,0.042541994,0.020470623,0.799257035,2.348874669,1.162914968,0.545026403,0.541321492,-0.057824122,5354_CRDPL,5354,Male
203545190080_R01C01_PLAC,0,0.022342131,0,0.010026174,0.003404527,0.964227168,-2.941321721,-4.208704466,-0.05153919,-3.277556374,-3.959657622,5037_crdpl,5037,Female
203545190080_R03C01_PLAC,0.006697591,0.011739303,0.002936252,0.022540025,0.020486607,0.935600222,-0.841212473,-0.797943368,-0.326967584,-1.829748916,-3.444072204,5243_CRDPL,5243,Female
203545190080_R05C01_PLAC,0.025631102,0,0,0.034993806,0.00974477,0.929630322,2.365985198,-1.895997999,0.590555095,0.193487815,0.016201837,6057_CRDPL,6057,Male
203545190081_R03C01_PLAC,0.065196791,0,5.45E-04,0.037755449,0.011357694,0.885144609,2.431512129,-0.19638773,0.678834893,0.191780686,-0.005381523,6071_CRDPL,6071,Male
203545190081_R06C01_PLAC,0,0,0.115113103,0,0.165259634,0.719627264,-5.458416179,3.888555559,-4.631234681,-0.374158346,-0.231146286,5282_CRDPL,5282,Female
203545190081_R08C01_PLAC,0.028634969,0,0,0.003055574,0.019457453,0.948852004,2.464486789,-1.302302952,-1.719339199,-0.214298295,0.006180997,6032_CRDPL,6032,Male
203545190083_R01C01_PLAC,0.009381437,0,0.003646001,0.010387158,0.016215396,0.960370008,0.034136183,1.086512222,-0.262472049,-0.184111794,0.026412467,5371_CRDPL,5371,Male
203545190083_R02C01_PLAC,0,0,0,0.002076471,0.008961543,0.988961986,-2.37356798,-2.359777647,-1.20276911,-0.819279232,-0.021088804,5330_crdpl,5330,Male
203545190083_R04C01_PLAC,0,0,0.016391788,0.002853702,0.035296939,0.945457572,-4.632896165,1.507430167,-1.276521184,-0.181345861,-0.01998323,6131_CRDPL,6131,Female
203545190083_R06C01_PLAC,0,0,0.002465179,0.009442541,0.017128096,0.970964185,-3.838793895,-0.235044007,-0.107302963,-0.113147301,0.002087149,5375_CRDPL,5375,Male
203545190084_R02C01_PLAC,0,1.85E-04,0,0.034680284,0,0.965134993,-1.824226389,-2.706844751,3.479140835,-3.270782229,-0.826246358,5389_CRDPL,5389,Female
203545190084_R05C01_PLAC,0.013531207,0,0.096311665,0,0.161137561,0.729019567,-1.050563723,4.852755951,-4.955605715,-0.431479844,-0.18954525,6100_crdpl,6100,Male
