Row.names,Trophoblasts,Stromal,Hofbauer,Endothelial,nRBC,Syncytiotrophoblast,CellType_PC1,CellType_PC2,CellType_PC3,CellType_PC4,CellType_PC5,Sample_Name,sample_id,Predicted_Sex
203545190084_R06C01_PLAC,0,0,9.33E-05,0.007115565,0.024052137,0.968739037,-2.872159711,-2.319500513,-0.760558512,0.211874324,-0.00163953,6001_CRDPL,6001,Female
203545190084_R08C01_PLAC,0,0.014063079,0.045661887,0.016753513,0.074576646,0.848944875,-5.853957218,0.312405002,-0.79001824,-1.280930824,-3.650524464,5999_crdpl,5999,Female
203545190085_R02C01_PLAC,0.0289535,0,0,0.032962736,0.004564579,0.933519186,2.612089907,-1.729990522,0.967419897,-0.324905121,0.007453969,5477_CRDPL,5477,Male
203545190085_R04C01_PLAC,0.117281713,0,0.010906826,0.020729798,0.026116951,0.824964712,1.727833996,2.305427808,-0.04168756,0.338478969,-0.042213977,5366_CRDPL,5366,Female
203545190085_R05C01_PLAC,0.036233359,0,0.009052056,0.038590032,0.01689925,0.899225303,0.800306607,1.758732354,0.747249314,0.254258951,0.011271911,5386_CRDPL,5386,Male
203545190087_R02C01_PLAC,0,0,0,0.006298795,0.016222837,0.977478369,-2.53725714,-2.760966447,-0.690177342,-0.043374345,-0.004130926,5987_CRDPL,5987,Female
203545190087_R05C01_PLAC,0.06187708,0,0.016183357,0.030413634,0.018691678,0.872834251,1.043965876,2.40954836,0.523331285,0.20164115,-0.006804231,5085_crdpl,5085,Male
203545190087_R07C01_PLAC,0.018557245,0.008804418,0,0,0.002536162,0.970102175,2.082410326,-1.396339167,-3.771359843,-4.743654957,-3.321529729,6033_CRDPL,6033,Male
203545190091_R01C01_PLAC,0.062237727,0,0,0.044665395,0.0057891,0.887307777,3.233359699,-1.667276573,1.028247759,-0.046392698,-0.014206133,5369_crdpl,5369,Female
203545190091_R03C01_PLAC,0,0,0,0.005829508,0.02977521,0.964395282,-2.641737131,-2.834566905,-1.098603475,0.336151823,-0.005158797,5373_CRDPL,5373,Female
203545190091_R05C01_PLAC,0.007474902,0,0.012067398,0.002547173,0.061773894,0.916136634,-0.788733639,2.184954045,-1.993035612,0.145882078,-0.005671334,5407_CRDPL,5407,Male
203545190091_R07C01_PLAC,0.09496379,0.002044277,0.009536274,0.023405985,0.021308011,0.848741664,1.245780484,1.248466377,-0.179797807,-1.105037038,-2.250462966,5393_CRDPL,5393,Male
203545190092_R02C01_PLAC,0,0,0,0.028108018,0.005051571,0.966840411,-2.404809944,-2.991613659,1.150634051,-0.276972249,-0.007665645,5380_CRDPL,5380,Female
203545190092_R06C01_PLAC,0.019851794,0,0.004263397,0.00348162,0.036882228,0.935520961,0.542245987,1.558956325,-1.616199498,-0.028476643,0.010474669,5626_CRDPL,5626,Female
203545190092_R08C01_PLAC,0,0.018740262,0,0.047146206,0.002288278,0.931825255,-2.927972016,-4.524296088,1.411261916,-2.893482484,-3.839444026,5414_crdpl,5414,Male
203545190093_R01C01_PLAC,0,0,9.31E-05,0.00350051,0.01275468,0.983651711,-2.721464388,-2.022576376,-0.94655089,-0.4582335,-0.011135719,5381_CRDPL,5381,Female
203545190093_R03C01_PLAC,0,0,0,0.047594102,0.021399346,0.931006552,-2.688779172,-3.365165249,0.743076695,0.872055236,-0.003780415,5419_CRDPL,5419,Male
203545190093_R05C01_PLAC,0,8.37E-05,0.005861804,0.027627344,0.013267003,0.953160133,-4.251991506,0.018851732,0.892563995,-0.228182872,-0.439238661,5420_crdpl,5420,Male
203545190093_R07C01_PLAC,0.067851846,0,0,0.020700414,0.017990123,0.893457617,3.144732385,-1.615592564,-0.233356359,0.421079123,-0.002784926,5434_CRDPL,5434,Male
203545190095_R02C01_PLAC,0.068446704,0,0.003822738,0.016143281,0.013010643,0.898576634,1.786133979,1.501623835,0.092966809,-0.16471294,-0.002791164,5413_CRDPL,5413,Female
203545190095_R03C01_PLAC,0.02602023,0.004908653,0,0.035279202,0.00560178,0.928190134,2.000019576,-2.942420511,0.466797187,-1.888743038,-2.833661483,5604_crdpl,5604,Male
203545190095_R05C01_PLAC,0.029059153,0,0.00559211,0.012237312,0.017564891,0.935546535,0.841367144,1.629799219,-0.21190459,-0.104594652,0.020171476,5435_CRDPL,5435,Male
203545190095_R07C01_PLAC,0.083410054,0,0,0.014083539,0.017720102,0.884786305,3.351132179,-1.454326816,-0.539362631,0.278630811,-0.013962693,5610_CRDPL,5610,Female
203545190096_R01C01_PLAC,0.038973813,0,5.69E-05,0.004116769,0.027260276,0.929592198,2.484872342,-0.997070176,-1.660902228,0.08246512,0.00419971,5616_CRDPL,5616,Female
203545190096_R03C01_PLAC,0.028450277,0,0.004851252,0.008052781,0.01044813,0.948197561,0.991939114,1.71032465,-0.253713597,-0.587612595,0.01500546,5636_CRDPL,5636,Male
203545190096_R05C01_PLAC,0.044994698,0,0.003580217,0.024740731,0.013784856,0.912899499,1.406457411,1.219564135,0.414857135,0.024584212,0.012304929,5837_CRDPL,5837,Female
203545190096_R08C01_PLAC,0.077879843,0,0.060032521,0,0.11723319,0.744854446,0.727919913,4.907087003,-4.931473887,-0.63290409,-0.168471987,5615_CRDPL,5615,Female
203545190097_R02C01_PLAC,0.009103755,0,0.004852975,0,0.013856199,0.972187072,0.174768563,2.658169521,-3.821266962,-1.957963581,-0.035947038,5638_CRDPL,5638,Male
203545190097_R05C01_PLAC,0.035685612,0,0.004862345,0.007666194,0.019255311,0.932530537,1.084290783,1.682190551,-0.655980439,-0.197479033,0.013766325,5647_CRDPL,5647,Male
203545190097_R08C01_PLAC,0.003874175,0,0.007867732,0.012742555,0.00869002,0.966825518,-0.927327196,1.547786421,0.380813322,-0.574586239,0.01948776,5618_CRDPL,5618,Female
203545190099_R01C01_PLAC,0.007582962,0,0,0.016490829,0.004677576,0.971248632,1.466231501,-1.849157753,0.490861111,-0.558932818,0.015898323,6150_CRDPL,6150,Female
203545190099_R03C01_PLAC,0.015056731,0,0.009562091,0.032141922,0.009370254,0.933869002,0.119481041,1.742539829,0.999312968,-0.211185006,0.019664408,5656_crdpl,5656,Male
203545190099_R05C01_PLAC,0,0,0.024639384,0,0.053406043,0.921954573,-4.6824132,2.744599758,-4.149764144,-1.122808824,-0.080226806,6149_CRDPL,6149,Female
203545190099_R06C01_PLAC,0.002216985,0,0,0.029827447,0.005717069,0.962238498,0.342576703,-2.317722615,0.922339816,-0.20408726,0.013101335,5957_CRDPL,5957,Male
203545190101_R02C01_PLAC,0.059617235,0,8.07E-04,0.047504293,0.029499672,0.862571908,2.037374201,-0.152865155,0.350624301,0.887831819,-0.00525063,5661_CRDPL,5661,Male
203545190101_R06C01_PLAC,0.145318422,0,0.019197935,0.089124011,0.030004913,0.71635472,1.612172506,2.41614725,1.082352769,0.967227426,-0.113540804,0334_crdpl,334,Male
203545190101_R07C01_PLAC,0.173486514,0.00985988,0,0.078247406,0.003958585,0.734447615,3.636792781,-2.815488335,1.118557009,-2.040113361,-3.474240971,5637_crdpl,5637,Female
203545190103_R04C01_PLAC,0,0,0,0.003095133,0.007173161,0.989731706,-2.354116767,-2.433481585,-0.772328081,-0.829489262,-0.018304877,5028_CRDPL,5028,Male
203545190103_R05C01_PLAC,0,1.95E-04,0,0.011234714,0.00968447,0.978885954,-2.60692632,-3.154856036,-0.065549558,-0.657111103,-0.787469852,5276_CRDPL,5276,Female
203545190103_R07C01_PLAC,0.089735579,0.009615857,0.016144116,0.062561691,0.008842268,0.813100489,0.918962927,1.098939302,0.984961366,-2.020704984,-3.375396042,5156_crdpl,5156,Male
203545190105_R01C01_PLAC,0.011476729,0,0,0.015171617,0.024987933,0.948363722,1.532709159,-1.998521431,-0.558500776,0.516510382,0.026737238,5571_CRDPL,5571,Male
203545190105_R04C01_PLAC,0,0,0.005499012,0.013693057,0.026517033,0.954290899,-4.241464287,0.230206969,0.005613882,0.25306287,0.003322523,0057_CRDPL,57,Male
203545190105_R05C01_PLAC,0.078754464,0,0,0.077610344,0.029912022,0.81372317,3.125255265,-2.013479509,0.516534373,1.265580104,-0.038799128,5129_crdpl,5129,Female
203545190105_R08C01_PLAC,0,0.00212647,0,0.042478214,0.008904701,0.946490615,-2.9055246,-4.096697221,0.801969388,-1.118947899,-2.259712693,5190_crdpl,5190,Male
203545190108_R01C01_PLAC,0,0,0,0.01034918,0.023106345,0.966544475,-2.626287692,-2.955475011,-0.505095223,0.368083425,8.03E-04,6109_CRDPL,6109,Female
203545190108_R02C01_PLAC,0.004773656,0.028498207,0.004038288,0.038134346,0.001979014,0.922576489,-0.971586105,-0.645183379,1.365702973,-3.563699281,-4.123438746,5200_crdpl,5200,Female
203545190108_R05C01_PLAC,0,0,2.65E-04,0.007911831,0.02439028,0.96743281,-3.129323905,-1.832375359,-0.627411048,0.209712879,-7.89E-06,5138_CRDPL,5138,Male
203545190108_R07C01_PLAC,0,0.014593132,0.004450455,0.032480299,0.012342855,0.936133259,-4.675255657,-1.504208024,0.540074431,-2.119620821,-3.630931517,5077_crdpl,5077,Male
203545190109_R01C01_PLAC,0,0.024192736,0,0.037458619,0,0.938348645,-2.368453716,-4.012953211,3.037146605,-5.189020001,-4.071629884,5829_crdpl,5829,Female
203545190109_R03C01_PLAC,0,0,0.001040641,0,0.016091468,0.982867892,-3.267251558,0.411914775,-3.747917825,-1.707731489,-0.058630214,5421_CRDPL,5421,Male
203545190109_R07C01_PLAC,0,0.002379112,0,0.012104245,0.016793192,0.96872345,-2.969605085,-3.881599569,-0.564402407,-1.202762135,-2.330418152,5388_CRDPL,5388,Female
203545190110_R03C01_PLAC,0.043164714,0.012378396,0,0.029036203,0.001344119,0.914076568,2.596577699,-2.808026908,0.973448538,-3.265421348,-3.527417451,5397_crdpl,5397,Female
203545190110_R05C01_PLAC,0,0,0.012408899,0.011300498,0.026756225,0.949534377,-4.547153164,0.940402669,-0.075701114,0.132216913,-0.001764307,5384_CRDPL,5384,Female
203545190110_R08C01_PLAC,0.048093896,0.004132365,0,0.028143704,0,0.919630035,3.312250471,-2.02319904,2.609879542,-4.570325688,-2.779561678,5431_CRDPL,5431,Male
203545190111_R01C01_PLAC,0,0,0.001007978,0.020122381,0.039248028,0.939621613,-3.696593985,-1.26027933,-0.065117128,0.77911178,0.002312084,5463_CRDPL,5463,Female
203545190111_R03C01_PLAC,0,0.004935591,3.48E-04,0.013606928,0.011757263,0.969352267,-3.585435261,-2.839471412,-0.210976396,-1.823936082,-2.846166339,5662_CRDPL,5662,Male
203545190111_R08C01_PLAC,0.019060506,0,0.010804218,0.003164977,0.04159531,0.92537499,0.132231931,2.306981582,-1.670755882,-0.046652174,0.004354087,5644_CRDPL,5644,Female
203545190114_R02C01_PLAC,0.003419385,0,0.003235216,0.006939788,0.024990119,0.961415492,-0.851839407,0.810788438,-0.772502571,-0.02209548,0.021092878,6029_CRDPL,6029,Male
203545190114_R06C01_PLAC,0,0,0.009552534,0,0.058005048,0.932442418,-4.330230581,1.959842284,-4.285224411,-1.001285571,-0.072361991,6006_CRDPL,6006,Female
203546000015_R01C01_PLAC,0,0,0,0,0.022314546,0.977685454,-2.372282171,-1.625736663,-4.158808197,-1.302537257,-0.060302681,0026_CRDPL,26,Male
203546000015_R03C01_PLAC,0.008429637,0,0.019649934,0.016115049,0.028826303,0.926979076,-0.833699879,2.210886056,-0.085971086,0.238858886,0.018746499,6079_CRDPL,6079,Female
203546000015_R07C01_PLAC,0.042438224,0,0.002942496,0.022732881,0.01620665,0.915679748,1.404300702,1.047866308,0.241190556,0.114914802,0.015007778,5163_CRDPL,5163,Female
203546000021_R03C01_PLAC,0.07824498,0,0,0.027817107,0.026077265,0.867860648,3.190872493,-1.719518676,-0.220534284,0.782234823,-0.011751118,5573_CRDPL,5573,Female
203546000021_R05C01_PLAC,0,0.037932825,0.003192918,0.022081873,0.014535469,0.922256916,-4.67191007,-1.956993707,0.006357365,-2.534891678,-4.335030978,5399_CRDPL,5399,Female
203546000021_R06C01_PLAC,0.093985451,0.013391567,0.002461037,0.024501285,0.015281028,0.850379633,1.588507631,-0.328791303,-0.28290811,-2.016830205,-3.590246997,5974_CRDPL,5974,Male
203546000021_R08C01_PLAC,0.045752168,0,0,0,0.007608554,0.946639278,3.231929824,-0.057435532,-3.937191758,-2.052780519,-0.057489092,5418_CRDPL,5418,Female
203546000023_R01C01_PLAC,0.06038746,0,0,0,0.026076944,0.913535596,3.257794106,-0.185252335,-4.658622123,-1.229406228,-0.061158015,0027_CRDPL,27,Female
203546000023_R04C01_PLAC,0,0,5.27E-04,0,0.020322633,0.9791501,-3.074861257,-0.112940701,-3.936694884,-1.506252601,-0.058396511,5082_CRDPL,5082,Male
203546000023_R08C01_PLAC,3.78E-04,0,8.67E-04,0.027335287,0.003309682,0.968109704,-1.837188686,-0.711838726,1.473382634,-0.75048372,-9.55E-05,0004_crdpl,4,Female
203546000026_R03C01_PLAC,0.033248198,0,6.00E-04,0.008594125,0.009075424,0.948482007,1.917205811,0.15422229,-0.311811618,-0.508153683,0.01258352,6061_CRDPL,6061,Male
203546000026_R05C01_PLAC,0.081592584,0.002977637,0.004716335,0.017365265,0.003024379,0.890323801,1.70050144,0.930350853,0.598919758,-2.610687829,-2.515920284,6097_CRDPL,6097,Male
203546000026_R08C01_PLAC,0.041043395,0,0,0.019202084,0.011225338,0.928529183,2.786602995,-1.642052033,0.006718325,0.071011166,0.011934785,6022_CRDPL,6022,Female
203546000027_R02C01_PLAC,0.043621953,0,0.031781155,0,0.052847033,0.87174986,0.590683219,4.342397369,-4.5106733,-1.181419066,-0.077363847,5692_CRDPL,5692,Male
203546000027_R05C01_PLAC,0.036350025,0,0.009437342,0.019082204,0.002566674,0.932563755,1.157909151,2.287086869,1.264441129,-1.239844602,-0.002631544,5769_CRDPL,5769,Male
203546000027_R07C01_PLAC,0.088018515,0,0.010492217,0.00754333,0.022863967,0.871081971,1.560701191,2.501075057,-0.748436395,-0.124007211,-0.023621195,5527_CRDPL,5527,Female
203546000028_R01C01_PLAC,0,0.006639727,0,0.001083957,0.003852627,0.988423689,-2.704395951,-3.273411417,-1.682678941,-3.438090047,-3.09928649,5664_CRDPL,5664,Male
203546000028_R03C01_PLAC,0.056036007,0,0,0.022703062,0.01248044,0.908780491,3.035378744,-1.63033592,0.059900336,0.206848675,0.003341583,5679_CRDPL,5679,Female
203546000028_R06C01_PLAC,0.040012946,0,0.001161407,0,0.018345782,0.940479866,1.962508907,1.83872459,-4.200243419,-1.666343161,-0.046176789,5685_CRDPL,5685,Female
203546000030_R01C01_PLAC,0.035689823,0,0,0.016765901,0.022142215,0.925402061,2.548118438,-1.744968373,-0.481062647,0.472853821,0.017133058,5694_CRDPL,5694,Male
203546000030_R05C01_PLAC,0.101360804,0,0,0.00396567,0.018316635,0.876356891,3.585090477,-1.056143075,-1.556959056,-0.138151555,-0.037110642,6020_CRDPL,6020,Male
203546000030_R07C01_PLAC,0,0,0,0,0.015065229,0.984934771,-2.301936834,-1.563708561,-3.933541605,-1.564594789,-0.061272183,5938_CRDPL,5938,Female
203546000031_R03C01_PLAC,0.036798256,0,0,0.004567666,0.01299441,0.945639668,2.737733132,-1.290659825,-1.193772914,-0.342196173,0.00509738,5666_CRDPL,5666,Female
203546000031_R05C01_PLAC,0.097974822,0,0.009004423,0.025967793,0.016530132,0.850522828,1.710718321,2.111699305,0.389575554,0.118095579,-0.026439949,5758_CRDPL,5758,Male
203546000031_R07C01_PLAC,0.005208929,0.012695486,0.010748138,0.037073965,0.002779293,0.931494189,-1.234526678,0.34569523,1.328140376,-3.083601667,-3.526684251,5658_crdpl,5658,Female
203546000032_R01C01_PLAC,0.029942352,0,0,0.015014984,0.015631081,0.939411582,2.460830706,-1.700743639,-0.357560627,0.199410701,0.019301189,5672_CRDPL,5672,Male
203546000032_R03C01_PLAC,0.029684582,0.009326692,0,0.078906461,0.005204881,0.876877384,2.016076968,-3.297061875,1.069648407,-1.904907014,-3.320130862,5655_crdpl,5655,Female
203546000032_R06C01_PLAC,0.03415181,0,7.61E-04,0.005602635,0.023291268,0.936192897,1.713141829,0.299658979,-1.167826365,-0.047893564,0.01233865,5691_CRDPL,5691,Male
203546000032_R08C01_PLAC,0,0,0.023698925,0.013933281,0.026385111,0.935982683,-4.805841664,1.412399457,0.157250772,0.153864558,-0.007991164,5707_crdpl,5707,Male
203546000033_R02C01_PLAC,0.033571948,0.002598888,0.007851871,0.006616275,0.012384887,0.936976129,0.530005888,1.207236399,-0.845405904,-2.028829179,-2.38349495,6039_CRDPL,6039,Male
203546000033_R06C01_PLAC,0.018269349,0,0,0.008530737,0.017030497,0.956169417,2.039082353,-1.671100854,-0.819581468,0.054058697,0.021192942,5756_CRDPL,5756,Female
203546000036_R03C01_PLAC,0.022949556,0,0.025986624,0.013782366,0.039283136,0.897998318,-0.109705704,2.665416972,-0.422786966,0.372466095,0.006487657,6088_CRDPL,6088,Male
203546000036_R05C01_PLAC,0,0.009826047,0.008571974,0,0.006950094,0.974651884,-4.47141068,0.869364532,-3.602902667,-4.435661447,-3.411712518,6030_CRDPL,6030,Female
203546000036_R07C01_PLAC,0.071034294,0.0141459,0.057917253,0.040431728,0.077380519,0.739090307,-0.190666555,1.771521091,-0.508925639,-0.964096032,-3.691734009,6024_crdpl,6024,Female
203546000036_R08C01_PLAC,0,0.001869514,0.00953196,0.00779725,0.010243973,0.970557303,-4.618325366,0.115904828,-0.179349143,-1.932305339,-2.170339488,6011_CRDPL,6011,Male
203546000038_R02C01_PLAC,0.10200761,0,0.002126068,0.082610829,0.023276557,0.789978936,2.183769348,0.608264959,0.981821385,0.895247921,-0.056439939,0312_crdpl,312,Female
203546000038_R05C01_PLAC,0.120106105,0,0.002345952,0.022793725,0.022060214,0.832694004,2.362454481,1.081653149,-0.010404626,0.371708086,-0.038751716,5162_CRDPL,5162,Male
203546000038_R07C01_PLAC,0,0,0.002542344,0,0.021264154,0.976193503,-3.646076293,1.053694794,-3.830510162,-1.58572014,-0.057962657,5143_CRDPL,5143,Female
203546000039_R03C01_PLAC,0,0.027636772,0.001714769,0.022762925,0.018840773,0.92904476,-4.4495349,-2.404520935,-0.138653317,-2.172216625,-4.09717947,5104_crdpl,5104,Male
203546000039_R05C01_PLAC,0,0,0,0.012327036,0.013030142,0.974642822,-2.532719589,-2.913827359,-0.039501128,0.048501662,2.75E-04,6051_CRDPL,6051,Female
203546000039_R06C01_PLAC,0,0,0,0.007117455,0.006706741,0.986175803,-2.385219039,-2.65417378,-0.089835457,-0.583764614,-0.009808217,0023_CRDPL,23,Female
203546000039_R08C01_PLAC,0.084060393,0,0.01254576,0.035038055,0.024596652,0.84375914,1.359904101,2.197316413,0.43762157,0.465233854,-0.022033204,5167_CRDPL,5167,Female
203546000046_R01C01_PLAC,0.074104015,0,0.016714628,0.021561377,0.049431926,0.838188054,1.036986924,2.427012754,-0.312211005,0.73726733,-0.023429515,0028_CRDPL,28,Female
203546000046_R04C01_PLAC,0.031385673,0,0,0.031204238,0.017455681,0.919954408,2.445924397,-1.909791963,0.153542209,0.538899099,0.01764839,5173_CRDPL,5173,Female
203546000046_R05C01_PLAC,0.148003791,0.004845721,0.011772957,0.106986678,0,0.728390853,2.371309937,1.771342086,4.038540106,-4.433495306,-3.019625146,5178_crdpl,5178,Male
203546000046_R07C01_PLAC,0,0,0,0,0.024962868,0.975037132,-2.392310153,-1.643285772,-4.223123094,-1.227339183,-0.060438639,0253_CRDPL,253,Male
203546000051_R02C01_PLAC,0.034995025,0,0.001053593,0.028492801,0.017220873,0.918237708,1.591145995,0.138317994,0.307220078,0.309496192,0.018644146,5510_CRDPL,5510,Male
203546000051_R04C01_PLAC,0,0,0.01855956,0.012186731,0.032885797,0.936367911,-4.743527852,1.215666256,-0.097168954,0.270655744,-0.00657434,5624_CRDPL,5624,Female
203546000051_R06C01_PLAC,0.055659729,0,0.013118375,0.03008311,0.020129695,0.881009091,1.018316686,2.20374972,0.458667253,0.259124481,-3.94E-04,5515_CRDPL,5515,Female
203546000051_R08C01_PLAC,0.088412157,0,0,0.031471422,0.003688224,0.876428198,3.64345646,-1.41218495,0.986463072,-0.459003765,-0.03228303,5181_crdpl,5181,Female
203546000061_R04C01_PLAC,0.034936748,0,0.01076982,0.02214806,0.009556413,0.922588959,0.83037584,2.134136023,0.65254595,-0.340687267,0.011975427,0284_CRDPL,284,Female
203546000061_R06C01_PLAC,0,0,0.008786938,0.002434004,0.014962407,0.973816652,-4.230387307,1.178426284,-0.963318281,-0.767474442,-0.015928947,0064_CRDPL,64,Male
203546000062_R01C01_PLAC,0,0.002189632,0,0.003967861,0.007265163,0.986577344,-2.75186733,-3.413756649,-0.944884842,-2.113837175,-2.289181811,5437_CRDPL,5437,Male
203546000062_R03C01_PLAC,0.015762272,0.006933719,0.015381565,0.032574054,0.013918426,0.915429964,-0.614963409,0.8386101,0.341314477,-1.848072098,-3.07387922,5607_CRDPL,5607,Male
203546000062_R05C01_PLAC,0.021363573,0,0.003614326,0.032246394,0.006729902,0.936045804,0.86007208,1.093287804,1.080377821,-0.357159666,0.01740364,5609_crdpl,5609,Female
203546000062_R07C01_PLAC,0,0,0,0.006470615,0.024609039,0.968920345,-2.613199848,-2.834067724,-0.908174358,0.244537182,-0.003368165,5402_CRDPL,5402,Female
203546000063_R02C01_PLAC,0,0,0,0.016280009,0.018230936,0.965489055,-2.607188364,-3.044722373,-0.013338565,0.371384081,0.003019272,5721_CRDPL,5721,Female
203546000063_R04C01_PLAC,0.008257089,0.011621775,0,0.036097758,0.003015759,0.941007619,0.998134628,-3.358091765,0.810645649,-2.650605282,-3.458098555,5737_CRDPL,5737,Female
203546000063_R06C01_PLAC,0,0,0.021876884,0.005338884,0.050462428,0.922321804,-4.839931711,1.516154901,-0.971296282,0.260132583,-0.022144532,5722_CRDPL,5722,Male
203546000063_R08C01_PLAC,0.029721335,0,0.006920056,0.032524135,0.010551799,0.920282676,0.821409607,1.616401902,0.868862925,-0.104115301,0.015765276,5724_CRDPL,5724,Male
203546000066_R03C01_PLAC,0.003852561,0,0,0.041650473,5.87E-04,0.953909691,1.186841425,-1.938401434,2.387943245,-1.500355728,-0.017417521,5444_CRDPL,5444,Male
203546000066_R06C01_PLAC,0.062567821,0,0,0.060014269,0.012709229,0.864708681,3.083772819,-1.870289035,0.814124221,0.58429475,-0.015537073,6083_CRDPL,6083,Female
203546000066_R08C01_PLAC,0,0,0.003115375,0,0.018565089,0.978319535,-3.698605265,1.235370624,-3.734589672,-1.691241334,-0.05831004,5973_CRDPL,5973,Male
203546000067_R01C01_PLAC,0.005720582,0,0,0.018192704,0.028295795,0.947790919,0.894021295,-2.225435741,-0.442627634,0.669210055,0.02623773,5488_CRDPL,5488,Female
203546000067_R03C01_PLAC,0,0,0.002028407,0.025546594,0.015776699,0.956648301,-3.801787727,-0.651705718,0.705650515,0.203620555,0.004930872,5457_CRDPL,5457,Male
203546000067_R05C01_PLAC,0.026508432,0,0.004082778,0.060421841,0.013922612,0.895064337,0.844072463,0.954961685,1.161212659,0.350557764,0.008591677,5926_crdpl,5926,Female
203546000067_R07C01_PLAC,0,0,0,0.017835731,0.045741883,0.936422386,-2.775339398,-3.212168875,-0.468515207,1.024677748,-0.002470484,5889_CRDPL,5889,Female
203546000068_R01C01_PLAC,0,0,0.016643068,0.001527308,0.064710681,0.917118943,-4.713266352,1.599670045,-2.092412027,0.021878613,-0.040298777,5595_CRDPL,5595,Male
203546000068_R03C01_PLAC,0.018169836,0,0,0.014653881,0.01047623,0.956700053,2.093510308,-1.74628563,-0.116586695,-0.075797691,0.021966108,5939_CRDPL,5939,Male
203546000068_R05C01_PLAC,0.035245638,0,0,0.054675831,0.010453381,0.89962515,2.613783108,-1.953034213,0.885323556,0.40960572,0.003428565,5583_CRDPL,5583,Male
203546000068_R07C01_PLAC,0,0.015522225,0,0.043460591,0.016782733,0.924234451,-3.25662874,-4.76580462,0.237271271,-1.541917623,-3.680046315,5784_crdpl,5784,Female
203546000073_R02C01_PLAC,0,1.83E-05,0.016796254,0.007963815,0.018264785,0.956956826,-4.598603849,1.295797205,-0.121740921,-0.342568944,-0.12910091,6087_CRDPL,6087,Male
203546000073_R03C01_PLAC,0,0,0.005805475,0.001500441,0.034730142,0.957963942,-4.19649647,0.843306355,-1.847041328,-0.33576576,-0.021516914,6034_CRDPL,6034,Female
203546000073_R05C01_PLAC,0.01274562,0,0.007775457,0.00897927,0.011862027,0.958637626,0.07549064,1.853970825,-0.148125803,-0.499661473,0.02123971,6080_CRDPL,6080,Male
203546000076_R01C01_PLAC,0.0232771,0,0.008278573,0.001180672,0.014550259,0.952713396,0.648140441,2.567402298,-1.845277075,-1.064941002,-0.0045845,5433_CRDPL,5433,Female
203546000076_R03C01_PLAC,0.050526968,0.02324771,0,0.044711027,0,0.881514294,3.127667677,-2.627611049,2.782095607,-5.139580645,-4.040993034,5450_crdpl,5450,Male
203546000076_R05C01_PLAC,0.00570913,0.006526315,0.002063596,0,0.007217448,0.97848351,-0.302549839,0.763755003,-3.971600423,-4.16766277,-3.08936656,5449_CRDPL,5449,Male
203546000076_R07C01_PLAC,0.03199812,0,0,0.0850289,0.016213114,0.866759866,2.430548019,-2.161110207,0.992379452,0.872520257,-0.009576098,5423_crdpl,5423,Female
203546000078_R03C01_PLAC,0.047168435,0,0.004739578,0.040909058,0.003230078,0.903952852,1.575752959,1.548214986,1.660664508,-0.759621553,-0.008523213,0006_crdpl,6,Female
203546000078_R05C01_PLAC,0.073942553,0,0.002365137,0.016565286,0.01105656,0.896070464,2.064609666,1.160122016,0.159357662,-0.22603487,-0.00689587,5058_CRDPL,5058,Female
203546000078_R07C01_PLAC,0.024173806,0,0,0,0.020014416,0.955811778,2.494587778,-0.361605492,-4.452065908,-1.416799791,-0.040322163,5218_Pl-pilot,5218,Male
203546000088_R03C01_PLAC,0,0.006426516,0.023908056,0.009417767,0.057204141,0.90304352,-5.435664842,0.199526806,-1.066685404,-1.296973198,-3.059063523,5704_crdpl,5704,Male
203546000088_R05C01_PLAC,0,0,0.008147129,0.023032641,0.016870184,0.951950045,-4.338417878,0.47325081,0.710446836,0.109321157,0.002768131,5688_CRDPL,5688,Female
203546000088_R08C01_PLAC,0.033762264,0,0,0.003466932,0.013051252,0.949719552,2.675055879,-1.235250745,-1.403653679,-0.435584207,0.003582636,5690_CRDPL,5690,Female
203546000089_R01C01_PLAC,0.007926248,0,0,0,0.027665831,0.96440792,1.458431053,-0.667084504,-4.567504401,-1.197096179,-0.036675146,5946_CRDPL_REP,5946,Female
203546000089_R03C01_PLAC,0,0.002362904,0,0.025640032,0,0.971997064,-2.072909676,-3.250264755,2.994880707,-4.3311816,-2.391756928,5495_CRDPL,5495,Male
203546000089_R08C01_PLAC,0.115610922,0,0.007767058,0.02053924,0.02656245,0.82952033,1.843448964,2.026423566,-0.089249262,0.369701308,-0.038823599,0059_CRDPL,59,Female
203546000090_R01C01_PLAC,0.075766701,0,0,0.032604663,0.014684316,0.87694432,3.256953888,-1.681146596,0.236044896,0.455438681,-0.011324703,5667_CRDPL_not clustering,5667,Female
203546000090_R06C01_PLAC,0,0.013781779,3.75E-04,0.004129166,0.016562075,0.965151739,-3.731129296,-2.804901589,-1.446249613,-2.463449011,-3.597108191,5429_CRDPL_redo,5429,Male
203546000090_R08C01_PLAC,0,0,0,0.013371284,0.019029156,0.967599559,-2.604778333,-2.996566189,-0.192712301,0.329464946,0.002301952,5754_CRDPL_redo,5754,Female
203546000096_R01C01_PLAC,0.025619221,0,0,0.041667454,0.017518701,0.915194624,2.252068057,-2.036815709,0.393105114,0.647624361,0.01701246,6076_CRDPL,6076,Male
